category,axis,value
0033300001jS0bmAAC,Community,"8.36"
0033300001jS0bmAAC,Enablement,9
0033300001jS0bmAAC,Foundations,"8.34"
0033300001jS0bmAAC,Governance,"7.82"
0033300001jS0bmAAC,"Operational Excellence","8.442"
0033300001jS2EzAAK,"Business Value","7.4"
0033300001jS2EzAAK,Community,"5.78"
0033300001jS2EzAAK,Enablement,"4.02"
0033300001jS2EzAAK,Foundations,"7.88"
0033300001jS2EzAAK,Governance,"6.19"
0033300001jS2EzAAK,"Operational Excellence","6.572"
0033300001jaNKFAA2,Foundations,"7.67"
0033300001jgWmgAAE,"Business Value","5.35"
0033300001jgWmgAAE,Community,"5.22"
0033300001jgWmgAAE,Enablement,"5.68"
0033300001jgWmgAAE,Foundations,"7.02"
0033300001jgWmgAAE,Governance,"4.14"
0033300001jgWmgAAE,"Operational Excellence","7.092"
0033300001jgrb1AAA,"Business Value","9.45"
0033300001jgrb1AAA,Community,"9.24"
0033300001jgrb1AAA,Enablement,"9.76"
0033300001jgrb1AAA,Foundations,10
0033300001jgrb1AAA,Governance,"9.015"
0033300001jgrb1AAA,"Operational Excellence","9.22"
0033300001jhN2sAAE,"Business Value","7.3"
0033300001jhN2sAAE,Community,"7.88"
0033300001jhN2sAAE,Enablement,"7.8"
0033300001jhN2sAAE,Foundations,"6.79"
0033300001jhN2sAAE,Governance,7
0033300001jhN2sAAE,"Operational Excellence","7.312"
0033300001kBDBfAAO,"Business Value","5.55"
0033300001kBDBfAAO,Community,"5.06"
0033300001kBDBfAAO,Enablement,"5.6"
0033300001kBDBfAAO,Foundations,"5.13"
0033300001kBDBfAAO,Governance,"7.025"
0033300001kBDBfAAO,"Operational Excellence","7.47"
0033300001kBejlAAC,"Business Value","1.7"
0033300001kBejlAAC,Community,"4.46"
0033300001kBejlAAC,Enablement,"2.4"
0033300001kBejlAAC,Foundations,"3.43"
0033300001kBejlAAC,Governance,"2.28"
0033300001kBejlAAC,"Operational Excellence","2.442"
0033300001kBm0rAAC,"Business Value","4.9"
0033300001kBm0rAAC,Community,"1.5"
0033300001kBm0rAAC,Enablement,"1.06"
0033300001kBm0rAAC,Foundations,"3.46"
0033300001kBm0rAAC,Governance,"2.78"
0033300001kBm0rAAC,"Operational Excellence","3.754"
0033300001kC6sOAAS,"Business Value","4.95"
0033300001kC6sOAAS,Community,"5.5"
0033300001kC6sOAAS,Enablement,"5.84"
0033300001kC6sOAAS,Foundations,"6.21"
0033300001kC6sOAAS,Governance,"6.83"
0033300001kC6sOAAS,"Operational Excellence","6.04"
0033300001kPBBkAAO,"Business Value","6.2"
0033300001kPBBkAAO,Community,"5.02"
0033300001kPBBkAAO,Enablement,"6.26"
0033300001kPBBkAAO,Foundations,10
0033300001kPBBkAAO,Governance,"8.18"
0033300001kPBBkAAO,"Operational Excellence","6.78"
0033300001kPb0ZAAS,"Business Value",8
0033300001kPb0ZAAS,Community,"9.36"
0033300001kPb0ZAAS,Enablement,"7.08"
0033300001kPb0ZAAS,Foundations,"5.97"
0033300001kPb0ZAAS,Governance,"7.76"
0033300001kPb0ZAAS,"Operational Excellence",10
0033300001kPq8UAAS,"Business Value","5.25"
0033300001kPq8UAAS,Community,"6.1"
0033300001kPq8UAAS,Enablement,"4.84"
0033300001kPq8UAAS,Foundations,"8.24"
0033300001kPq8UAAS,Governance,"3.705"
0033300001kPq8UAAS,"Operational Excellence","3.614"
0033300001kQ49U,"Business Value","7.35"
0033300001kQ49U,Community,"5.8"
0033300001kQ49U,Enablement,"6.1"
0033300001kQ49U,Foundations,"7.1"
0033300001kQ49U,Governance,"6.705"
0033300001kQ49U,"Operational Excellence","6.688"
0033300001kQYWyAAO,"Business Value","6.85"
0033300001kQYWyAAO,Community,"2.9"
0033300001kQYWyAAO,Enablement,"2.6"
0033300001kQYWyAAO,Foundations,"6.28"
0033300001kQYWyAAO,Governance,"9.19"
0033300001kQYWyAAO,"Operational Excellence","5.338"
0033300001kQb00AAC,"Business Value","8.3"
0033300001kQb00AAC,Community,"6.24"
0033300001kQb00AAC,Enablement,"6.4"
0033300001kQb00AAC,Foundations,"7.37"
0033300001kQb00AAC,Governance,"6.09"
0033300001kQb00AAC,"Operational Excellence","7.052"
0033300001kkuGaAAI,"Business Value","7.95"
0033300001kkuGaAAI,Community,"8.5"
0033300001kkuGaAAI,Enablement,"6.56"
0033300001kkuGaAAI,Foundations,"7.79"
0033300001kkuGaAAI,Governance,"6.625"
0033300001kkuGaAAI,"Operational Excellence","7.364"
0033300001kmz5vAAA,"Business Value","7.95"
0033300001kmz5vAAA,Community,"6.1"
0033300001kmz5vAAA,Enablement,"6.24"
0033300001kmz5vAAA,Foundations,"7.08"
0033300001kmz5vAAA,Governance,"7.345"
0033300001kmz5vAAA,"Operational Excellence","8.262"
0033300001l5HbeAAE,"Business Value","8.15"
0033300001l5HbeAAE,Community,"8.46"
0033300001l5HbeAAE,Enablement,"6.4"
0033300001l5HbeAAE,Foundations,"8.79"
0033300001l5HbeAAE,Governance,"7.755"
0033300001l5HbeAAE,"Operational Excellence","7.676"
0033300001l6WXWAA2,"Business Value","8.25"
0033300001l6WXWAA2,Community,"4.2"
0033300001l6WXWAA2,Enablement,"4.5"
0033300001l6WXWAA2,Foundations,"7.55"
0033300001l6WXWAA2,Governance,"8.55"
0033300001l6WXWAA2,"Operational Excellence","6.484"
0033300001l7Q2OAAU,"Business Value",3
0033300001l7Q2OAAU,Community,0
0033300001l7Q2OAAU,Enablement,"0.12"
0033300001l7Q2OAAU,Foundations,"0.88"
0033300001l7Q2OAAU,Governance,"0.82"
0033300001l7Q2OAAU,"Operational Excellence",1
0033300001l8HGIAA2,"Business Value","5.55"
0033300001l8HGIAA2,Community,"4.1"
0033300001l8HGIAA2,Enablement,"3.22"
0033300001l8HGIAA2,Foundations,"6.8"
0033300001l8HGIAA2,Governance,"5.755"
0033300001l8HGIAA2,"Operational Excellence","5.054"
0033300001l8KAjAAM,"Business Value","8.4"
0033300001l8KAjAAM,Community,"8.74"
0033300001l8KAjAAM,Enablement,"9.4"
0033300001l8KAjAAM,Foundations,"8.79"
0033300001l8KAjAAM,Governance,"9.46"
0033300001l8KAjAAM,"Operational Excellence","9.91"
0033300001l8jQgAAI,"Business Value","7.75"
0033300001l8jQgAAI,Community,"8.2"
0033300001l8jQgAAI,Enablement,"7.98"
0033300001l8jQgAAI,Foundations,"5.99"
0033300001l8jQgAAI,Governance,"7.27"
0033300001l8jQgAAI,"Operational Excellence","8.376"
0033300001l8olTAAQ,"Business Value","7.2"
0033300001l8olTAAQ,Community,"7.32"
0033300001l8olTAAQ,Enablement,"5.68"
0033300001l8olTAAQ,Foundations,"6.33"
0033300001l8olTAAQ,Governance,"5.78"
0033300001l8olTAAQ,"Operational Excellence","5.232"
0033300001lZjJfAAK,"Business Value","6.55"
0033300001lZjJfAAK,Community,"5.12"
0033300001lZjJfAAK,Enablement,"5.4"
0033300001lZjJfAAK,Foundations,"6.59"
0033300001lZjJfAAK,Governance,"7.395"
0033300001lZjJfAAK,"Operational Excellence","8.962"
0033300001laQX8AAM,"Business Value","3.55"
0033300001laQX8AAM,Community,"5.26"
0033300001laQX8AAM,Enablement,"3.18"
0033300001laQX8AAM,Foundations,"3.93"
0033300001laQX8AAM,Governance,"7.305"
0033300001laQX8AAM,"Operational Excellence","5.352"
0033300001lbl13AAA,"Business Value","7.3"
0033300001lbl13AAA,Community,"7.8"
0033300001lbl13AAA,Enablement,"7.54"
0033300001lbl13AAA,Foundations,"7.55"
0033300001lbl13AAA,Governance,"7.705"
0033300001lbl13AAA,"Operational Excellence","7.792"
0033300001lpEcJAAU,Foundations,0
0033300001lpIR7AAM,"Business Value","9.7"
0033300001lpIR7AAM,Community,"9.32"
0033300001lpIR7AAM,Enablement,"8.58"
0033300001lpIR7AAM,Foundations,10
0033300001lpIR7AAM,Governance,"8.935"
0033300001lpIR7AAM,"Operational Excellence","9.09"
0033300001lpNbVAAU,"Business Value","7.15"
0033300001lpNbVAAU,Community,"8.26"
0033300001lpNbVAAU,Enablement,"8.02"
0033300001lpNbVAAU,Foundations,"8.11"
0033300001lpNbVAAU,Governance,"8.14"
0033300001lpNbVAAU,"Operational Excellence","8.338"
0033300001ltLr3AAE,"Business Value","3.9"
0033300001ltLr3AAE,Community,"4.84"
0033300001ltLr3AAE,Enablement,"3.14"
0033300001ltLr3AAE,Foundations,"3.68"
0033300001ltLr3AAE,Governance,"5.61"
0033300001ltLr3AAE,"Operational Excellence","5.884"
0033300001lu1zmAAA,"Business Value","6.8"
0033300001lu1zmAAA,Community,"3.58"
0033300001lu1zmAAA,Enablement,"2.72"
0033300001lu1zmAAA,Foundations,"4.98"
0033300001lu1zmAAA,Governance,"6.305"
0033300001lu1zmAAA,"Operational Excellence","6.286"
0033300001lubxEAAQ,"Business Value",7
0033300001lubxEAAQ,Community,7
0033300001lubxEAAQ,Enablement,7
0033300001lubxEAAQ,Foundations,7
0033300001lubxEAAQ,Governance,7
0033300001lubxEAAQ,"Operational Excellence",7
0033300001lwC3QAAU,"Business Value","9.1"
0033300001lwC3QAAU,Community,"9.28"
0033300001lwC3QAAU,Enablement,10
0033300001lwC3QAAU,Foundations,"8.32"
0033300001lwC3QAAU,Governance,"8.715"
0033300001lwC3QAAU,"Operational Excellence","9.182"
0033300001lwNmBAAU,"Business Value","5.35"
0033300001lwNmBAAU,Community,"6.2"
0033300001lwNmBAAU,Enablement,"5.94"
0033300001lwNmBAAU,Foundations,"5.68"
0033300001lwNmBAAU,Governance,"6.615"
0033300001lwNmBAAU,"Operational Excellence","7.832"
0033300001lwTfcAAE,"Business Value","7.7"
0033300001lwTfcAAE,Community,"8.08"
0033300001lwTfcAAE,Enablement,"7.4"
0033300001lwTfcAAE,Foundations,"8.44"
0033300001lwTfcAAE,Governance,"6.63"
0033300001lwTfcAAE,"Operational Excellence","8.09"
0033300001lwrW7AAI,"Business Value","6.15"
0033300001lwrW7AAI,Community,"2.74"
0033300001lwrW7AAI,Enablement,"4.3"
0033300001lwrW7AAI,Foundations,"6.68"
0033300001lwrW7AAI,Governance,"4.965"
0033300001lwrW7AAI,"Operational Excellence","5.04"
0033300001lx8EEAAY,"Business Value","8.65"
0033300001lx8EEAAY,Community,9
0033300001lx8EEAAY,Enablement,"8.32"
0033300001lx8EEAAY,Foundations,8
0033300001lx8EEAAY,Governance,"9.435"
0033300001lx8EEAAY,"Operational Excellence","9.012"
0033300001m6ceN,"Business Value","8.8"
0033300001m6ceN,Community,"7.3"
0033300001m6ceN,Enablement,"6.76"
0033300001m6ceN,Foundations,"8.13"
0033300001m6ceN,Governance,"8.335"
0033300001m6ceN,"Operational Excellence","9.156"
0033300001m6eU2AAI,"Business Value",9
0033300001m6eU2AAI,Community,10
0033300001m6eU2AAI,Enablement,9
0033300001m6eU2AAI,Foundations,9
0033300001m6eU2AAI,Governance,9
0033300001m6eU2AAI,"Operational Excellence",9
0033300001m86M0AAI,Foundations,"2.7"
0033300001m8nJAAAY,"Business Value",5
0033300001m8nJAAAY,Community,"6.46"
0033300001m8nJAAAY,Enablement,"6.8"
0033300001m8nJAAAY,Foundations,"7.32"
0033300001m8nJAAAY,Governance,"6.18"
0033300001m8nJAAAY,"Operational Excellence","7.624"
0033300001mQxYIAA0,"Business Value","6.9"
0033300001mQxYIAA0,Community,"6.08"
0033300001mQxYIAA0,Enablement,"3.54"
0033300001mQxYIAA0,Foundations,"6.23"
0033300001mQxYIAA0,Governance,"3.435"
0033300001mQxYIAA0,"Operational Excellence","4.128"
0033300001mT0ekAAC,"Business Value","7.3"
0033300001mT0ekAAC,Community,8
0033300001mT0ekAAC,Enablement,"7.66"
0033300001mT0ekAAC,Foundations,"7.22"
0033300001mT0ekAAC,Governance,"7.91"
0033300001mT0ekAAC,"Operational Excellence","7.922"
0033300001mTQ5dAAG,"Business Value",6
0033300001mTQ5dAAG,Community,6
0033300001mTQ5dAAG,Enablement,6
0033300001mTQ5dAAG,Foundations,"6.12"
0033300001mTQ5dAAG,Governance,"5.885"
0033300001mTQ5dAAG,"Operational Excellence",6
0033300001mTjLzAAK,"Business Value","5.55"
0033300001mTjLzAAK,Community,"5.88"
0033300001mTjLzAAK,Enablement,"2.98"
0033300001mTjLzAAK,Foundations,"2.83"
0033300001mTjLzAAK,Governance,"3.79"
0033300001mTjLzAAK,"Operational Excellence","1.83"
0033300001mTjhrAAC,"Business Value","9.9"
0033300001mTjhrAAC,Community,"9.86"
0033300001mTjhrAAC,Enablement,"9.58"
0033300001mTjhrAAC,Foundations,9
0033300001mTjhrAAC,Governance,"9.09"
0033300001mTjhrAAC,"Operational Excellence","9.48"
0033300001mU92QAAS,"Business Value","7.15"
0033300001mU92QAAS,Community,"7.88"
0033300001mU92QAAS,Enablement,"5.34"
0033300001mU92QAAS,Foundations,"7.67"
0033300001mU92QAAS,Governance,"5.78"
0033300001mU92QAAS,"Operational Excellence","6.754"
0033300001mUSTqAAO,"Business Value","9.9"
0033300001mUSTqAAO,Community,"9.6"
0033300001mUSTqAAO,Enablement,"9.02"
0033300001mUSTqAAO,Foundations,10
0033300001mUSTqAAO,Governance,"8.82"
0033300001mUSTqAAO,"Operational Excellence","9.35"
0033300001muI7cAAE,"Business Value","5.9"
0033300001muI7cAAE,Community,"5.28"
0033300001muI7cAAE,Enablement,"7.16"
0033300001muI7cAAE,Foundations,"8.22"
0033300001muI7cAAE,Governance,"5.295"
0033300001muI7cAAE,"Operational Excellence","6.778"
0033300001muKXiAAM,"Business Value","5.9"
0033300001muKXiAAM,Community,"5.14"
0033300001muKXiAAM,Enablement,"5.02"
0033300001muKXiAAM,Foundations,"6.35"
0033300001muKXiAAM,Governance,"5.885"
0033300001muKXiAAM,"Operational Excellence","6.61"
0033300001muUcyAAE,"Business Value","3.9"
0033300001muUcyAAE,Community,"5.08"
0033300001muUcyAAE,Enablement,"0.98"
0033300001muUcyAAE,Foundations,"4.5"
0033300001muUcyAAE,Governance,"4.93"
0033300001muUcyAAE,"Operational Excellence","2.912"
0033300001muYGjAAM,"Business Value","2.3"
0033300001muYGjAAM,Community,"1.98"
0033300001muYGjAAM,Enablement,"4.62"
0033300001muYGjAAM,Foundations,"4.31"
0033300001muYGjAAM,Governance,"5.125"
0033300001muYGjAAM,"Operational Excellence","7.258"
0033300001mz5weAAA,"Business Value","2.7"
0033300001mz5weAAA,Foundations,"7.45"
0033300001mzFKoAAM,"Business Value","6.25"
0033300001mzFKoAAM,Community,"7.32"
0033300001mzFKoAAM,Enablement,"6.88"
0033300001mzFKoAAM,Foundations,"6.98"
0033300001mzFKoAAM,Governance,"5.77"
0033300001mzFKoAAM,"Operational Excellence","7.534"
0033300001mzeObAAI,"Business Value","6.95"
0033300001mzeObAAI,Community,"6.28"
0033300001mzeObAAI,Enablement,"8.08"
0033300001mzeObAAI,Foundations,"6.88"
0033300001mzeObAAI,Governance,7
0033300001mzeObAAI,"Operational Excellence","7.312"
0033300001n0GqzAAE,"Business Value","5.55"
0033300001n0GqzAAE,Community,"7.32"
0033300001n0GqzAAE,Enablement,"6.72"
0033300001n0GqzAAE,Foundations,"7.99"
0033300001n0GqzAAE,Governance,"6.32"
0033300001n0GqzAAE,"Operational Excellence","7.39"
0033300001n10Yp,"Business Value","5.2"
0033300001n10Yp,Community,"8.48"
0033300001n10Yp,Enablement,"5.08"
0033300001n10Yp,Foundations,"5.45"
0033300001n10Yp,Governance,"4.97"
0033300001n10Yp,"Operational Excellence","5.336"
0033300001n2aKT,Foundations,"2.75"
0033300001nTCVJ,"Business Value",9
0033300001nTCVJ,Community,"7.66"
0033300001nTCVJ,Enablement,"4.26"
0033300001nTCVJ,Foundations,"8.12"
0033300001nTCVJ,Governance,"7.02"
0033300001nTCVJ,"Operational Excellence","3.674"
0033300001nUFzJAAW,"Business Value","5.65"
0033300001nUFzJAAW,Community,"7.98"
0033300001nUFzJAAW,Enablement,"6.04"
0033300001nUFzJAAW,Foundations,"5.68"
0033300001nUFzJAAW,Governance,"8.09"
0033300001nUFzJAAW,"Operational Excellence","6.544"
0033300001nUHioAAG,"Business Value","2.4"
0033300001nUHioAAG,Community,"2.4"
0033300001nUHioAAG,Enablement,"3.34"
0033300001nUHioAAG,Foundations,"4.47"
0033300001nUHioAAG,Governance,"2.05"
0033300001nUHioAAG,"Operational Excellence","4.064"
0033300001nUiQ8AAK,"Business Value","5.9"
0033300001nUiQ8AAK,Community,10
0033300001nUiQ8AAK,Enablement,10
0033300001nUiQ8AAK,Foundations,"7.8"
0033300001nUiQ8AAK,Governance,10
0033300001nUiQ8AAK,"Operational Excellence",10
0033300001nUsImAAK,"Business Value","4.7"
0033300001nUsImAAK,Community,"6.54"
0033300001nUsImAAK,Enablement,"7.2"
0033300001nUsImAAK,Foundations,"3.53"
0033300001nUsImAAK,Governance,"6.41"
0033300001nUsImAAK,"Operational Excellence","7.272"
0033300001nVV0cAAG,"Business Value","1.85"
0033300001nVV0cAAG,Community,"4.22"
0033300001nVV0cAAG,Enablement,"1.1"
0033300001nVV0cAAG,Foundations,"6.92"
0033300001nVV0cAAG,Governance,0
0033300001nVV0cAAG,"Operational Excellence","1.872"
0033300001nVqEsAAK,"Business Value","5.85"
0033300001nVqEsAAK,Community,"4.08"
0033300001nVqEsAAK,Enablement,"1.92"
0033300001nVqEsAAK,Foundations,"2.35"
0033300001nVqEsAAK,Governance,"2.385"
0033300001nVqEsAAK,"Operational Excellence","4.922"
0033300001niwuPAAQ,"Business Value","7.05"
0033300001niwuPAAQ,Community,"7.12"
0033300001niwuPAAQ,Enablement,"7.32"
0033300001niwuPAAQ,Foundations,"7.56"
0033300001niwuPAAQ,Governance,"7.345"
0033300001niwuPAAQ,"Operational Excellence","7.286"
0033300001niyFk,"Business Value","9.45"
0033300001niyFk,Foundations,"9.22"
0033300001niyFk,Governance,"0.805"
0033300001nkBtdAAE,"Business Value",8
0033300001nkBtdAAE,Community,8
0033300001nkBtdAAE,Enablement,8
0033300001nkBtdAAE,Foundations,"8.35"
0033300001nkBtdAAE,Governance,8
0033300001nkBtdAAE,"Operational Excellence",8
0033300001nkmNXAAY,"Business Value","5.5"
0033300001nkmNXAAY,Community,"5.86"
0033300001nkmNXAAY,Enablement,"4.9"
0033300001nkmNXAAY,Foundations,"5.04"
0033300001nkmNXAAY,Governance,"5.625"
0033300001nkmNXAAY,"Operational Excellence","6.324"
0033300001nlHdAAAU,"Business Value","7.2"
0033300001nlHdAAAU,Community,"5.02"
0033300001nlHdAAAU,Enablement,"4.96"
0033300001nlHdAAAU,Foundations,"2.19"
0033300001nlHdAAAU,Governance,"5.205"
0033300001nlHdAAAU,"Operational Excellence","7.532"
0033300001nljMhAAI,"Business Value","4.8"
0033300001nljMhAAI,Community,"1.42"
0033300001nljMhAAI,Enablement,"2.5"
0033300001nljMhAAI,Foundations,"4.68"
0033300001nljMhAAI,Governance,"3.79"
0033300001nljMhAAI,"Operational Excellence","4.908"
0033300001nmdlqAAA,"Business Value","1.8"
0033300001nmdlqAAA,Community,"0.94"
0033300001nmdlqAAA,Enablement,"1.18"
0033300001nmdlqAAA,Foundations,"1.9"
0033300001nmdlqAAA,Governance,"1.395"
0033300001nmdlqAAA,"Operational Excellence","1.96"
0033300001o6fbTAAQ,"Business Value",10
0033300001o6fbTAAQ,Community,10
0033300001o6fbTAAQ,Enablement,10
0033300001o6fbTAAQ,Foundations,"8.9"
0033300001o6fbTAAQ,Governance,10
0033300001o6fbTAAQ,"Operational Excellence",10
0033300001o7dwRAAQ,"Business Value","7.45"
0033300001o7dwRAAQ,Community,"7.42"
0033300001o7dwRAAQ,Enablement,"6.78"
0033300001o7dwRAAQ,Foundations,"8.89"
0033300001o7dwRAAQ,Governance,"6.345"
0033300001o7dwRAAQ,"Operational Excellence","7.26"
0033300001oPThq,"Business Value","7.85"
0033300001oPThq,Community,"5.38"
0033300001oPThq,Enablement,5
0033300001oPThq,Foundations,"9.33"
0033300001oPThq,Governance,"7.09"
0033300001oPThq,"Operational Excellence","6.326"
0033300001oQ4hzAAC,"Business Value",8
0033300001oQ4hzAAC,Community,8
0033300001oQ4hzAAC,Enablement,8
0033300001oQ4hzAAC,Foundations,8
0033300001oQ4hzAAC,Governance,8
0033300001oQ4hzAAC,"Operational Excellence",8
0033300001oQESnAAO,"Business Value","6.95"
0033300001oQESnAAO,Foundations,"6.23"
0033300001oQzytAAC,"Business Value","1.85"
0033300001oQzytAAC,Community,"0.82"
0033300001oQzytAAC,Enablement,"0.3"
0033300001oQzytAAC,Foundations,"1.68"
0033300001oQzytAAC,Governance,"2.64"
0033300001oQzytAAC,"Operational Excellence","2.858"
0033300001oWsSKAA0,"Business Value","7.35"
0033300001oWsSKAA0,Community,"8.24"
0033300001oWsSKAA0,Enablement,"7.74"
0033300001oWsSKAA0,Foundations,"7.43"
0033300001oWsSKAA0,Governance,"7.37"
0033300001oWsSKAA0,"Operational Excellence","7.284"
0033300001ons05AAA,"Business Value","3.05"
0033300001ons05AAA,Community,"2.06"
0033300001ons05AAA,Enablement,"1.12"
0033300001ons05AAA,Foundations,"2.66"
0033300001ons05AAA,Governance,"2.295"
0033300001ons05AAA,"Operational Excellence",1
0033300001onuOYAAY,"Business Value","4.15"
0033300001onuOYAAY,Community,"1.38"
0033300001onuOYAAY,Enablement,3
0033300001onuOYAAY,Foundations,"7.43"
0033300001onuOYAAY,Governance,"6.1"
0033300001onuOYAAY,"Operational Excellence","6.248"
0033300001oow4yAAA,"Business Value",5
0033300001oow4yAAA,Community,5
0033300001oow4yAAA,Enablement,5
0033300001oow4yAAA,Foundations,"4.88"
0033300001oow4yAAA,Governance,5
0033300001oow4yAAA,"Operational Excellence",5
0033300001oowuWAAQ,"Business Value","3.9"
0033300001oowuWAAQ,Community,"5.24"
0033300001oowuWAAQ,Enablement,"4.24"
0033300001oowuWAAQ,Foundations,"5.78"
0033300001oowuWAAQ,Governance,"1.64"
0033300001oowuWAAQ,"Operational Excellence","2.95"
0033300001oq0OXAAY,"Business Value","5.95"
0033300001oq0OXAAY,Community,"5.38"
0033300001oq0OXAAY,Enablement,"8.62"
0033300001oq0OXAAY,Foundations,"6.24"
0033300001oq0OXAAY,Governance,"7.975"
0033300001oq0OXAAY,"Operational Excellence","8.286"
0033300001oqXXlAAM,"Business Value","7.8"
0033300001oqXXlAAM,Community,"8.7"
0033300001oqXXlAAM,Enablement,"8.66"
0033300001oqXXlAAM,Foundations,"7.78"
0033300001oqXXlAAM,Governance,"8.525"
0033300001oqXXlAAM,"Operational Excellence","9.026"
0033300001p4Ze6AAE,Foundations,"9.12"
0033300001p51L1AAI,"Business Value","3.95"
0033300001p51L1AAI,Community,"5.1"
0033300001p51L1AAI,Enablement,"3.9"
0033300001p51L1AAI,Foundations,"4.77"
0033300001p51L1AAI,Governance,"3.42"
0033300001p51L1AAI,"Operational Excellence","5.546"
0033300001p7QOfAAM,"Business Value",8
0033300001p7QOfAAM,Community,8
0033300001p7QOfAAM,Enablement,"8.48"
0033300001p7QOfAAM,Foundations,"7.78"
0033300001p7QOfAAM,Governance,"7.345"
0033300001p7QOfAAM,"Operational Excellence","7.688"
0033300001p9P6WAAU,Foundations,"4.92"
0033300001pAQbAAAW,"Business Value",10
0033300001pAQbAAAW,Community,10
0033300001pAQbAAAW,Enablement,10
0033300001pAQbAAAW,Foundations,10
0033300001pAQbAAAW,Governance,10
0033300001pAQbAAAW,"Operational Excellence",10
0033300001pAXfoAAG,"Business Value","6.4"
0033300001pAXfoAAG,Community,"5.58"
0033300001pAXfoAAG,Enablement,"5.94"
0033300001pAXfoAAG,Foundations,"7.88"
0033300001pAXfoAAG,Governance,"6.485"
0033300001pAXfoAAG,"Operational Excellence","6.688"
0033300001pAn5bAAC,"Business Value","6.7"
0033300001pAn5bAAC,Community,"6.5"
0033300001pAn5bAAC,Enablement,"6.08"
0033300001pAn5bAAC,Foundations,"4.84"
0033300001pAn5bAAC,Governance,"6.6"
0033300001pAn5bAAC,"Operational Excellence","8.312"
0033300001pLz18AAC,"Business Value","8.6"
0033300001pLz18AAC,Community,"6.26"
0033300001pLz18AAC,Enablement,"7.32"
0033300001pLz18AAC,Foundations,"8.34"
0033300001pLz18AAC,Governance,"7.96"
0033300001pLz18AAC,"Operational Excellence","8.222"
0033300001pMJQJAA4,"Business Value","5.9"
0033300001pMJQJAA4,Community,"4.88"
0033300001pMJQJAA4,Enablement,"4.66"
0033300001pMJQJAA4,Foundations,"5.61"
0033300001pMJQJAA4,Governance,"5.435"
0033300001pMJQJAA4,"Operational Excellence","8.13"
0033300001pMn8hAAC,"Business Value","7.35"
0033300001pMn8hAAC,Community,9
0033300001pMn8hAAC,Enablement,"8.88"
0033300001pMn8hAAC,Foundations,"6.98"
0033300001pMn8hAAC,Governance,"9.5"
0033300001pMn8hAAC,"Operational Excellence","9.896"
0033300001pMndiAAC,"Business Value","2.25"
0033300001pMndiAAC,Community,"4.9"
0033300001pMndiAAC,Enablement,"2.5"
0033300001pMndiAAC,Foundations,"2.67"
0033300001pMndiAAC,Governance,"1.035"
0033300001pMndiAAC,"Operational Excellence","2.47"
0033300001pMyrRAAS,"Business Value","2.5"
0033300001pMyrRAAS,Community,"4.1"
0033300001pMyrRAAS,Enablement,"3.92"
0033300001pMyrRAAS,Foundations,"6.14"
0033300001pMyrRAAS,Governance,"5.715"
0033300001pMyrRAAS,"Operational Excellence","1.04"
0033300001pNQUPAA4,"Business Value",10
0033300001pNQUPAA4,Community,10
0033300001pNQUPAA4,Enablement,10
0033300001pNQUPAA4,Foundations,10
0033300001pNQUPAA4,Governance,10
0033300001pNQUPAA4,"Operational Excellence",10
0033300001pNVeTAAW,"Business Value",10
0033300001pNVeTAAW,Community,10
0033300001pNVeTAAW,Enablement,10
0033300001pNVeTAAW,Foundations,10
0033300001pNVeTAAW,Governance,10
0033300001pNVeTAAW,"Operational Excellence",10
0033300001pNXtnAAG,"Business Value","6.4"
0033300001pNXtnAAG,Community,"6.72"
0033300001pNXtnAAG,Enablement,"7.64"
0033300001pNXtnAAG,Foundations,"6.73"
0033300001pNXtnAAG,Governance,"6.615"
0033300001pNXtnAAG,"Operational Excellence","6.96"
0033300001pNzxwAAC,"Business Value","6.05"
0033300001pNzxwAAC,Community,"6.9"
0033300001pNzxwAAC,Enablement,"6.1"
0033300001pNzxwAAC,Foundations,"2.45"
0033300001pNzxwAAC,Governance,"5.315"
0033300001pNzxwAAC,"Operational Excellence","5.664"
0033300001pO3mVAAS,"Business Value","8.1"
0033300001pO3mVAAS,Community,"7.66"
0033300001pO3mVAAS,Enablement,"8.12"
0033300001pO3mVAAS,Foundations,"9.01"
0033300001pO3mVAAS,Governance,"8.025"
0033300001pO3mVAAS,"Operational Excellence","8.104"
0033300001pOMeAAAW,"Business Value","8.75"
0033300001pOMeAAAW,Community,"8.62"
0033300001pOMeAAAW,Enablement,"8.36"
0033300001pOMeAAAW,Foundations,"8.89"
0033300001pOMeAAAW,Governance,"8.82"
0033300001pOMeAAAW,"Operational Excellence","8.714"
0033300001pP8tlAAC,"Business Value","2.1"
0033300001pP8tlAAC,Community,"4.72"
0033300001pP8tlAAC,Enablement,"2.26"
0033300001pP8tlAAC,Foundations,"2.01"
0033300001pP8tlAAC,Governance,"1.035"
0033300001pP8tlAAC,"Operational Excellence","2.574"
0033300001pP92bAAC,"Business Value","8.3"
0033300001pP92bAAC,Community,"7.76"
0033300001pP92bAAC,Enablement,"7.9"
0033300001pP92bAAC,Foundations,"8.22"
0033300001pP92bAAC,Governance,"7.73"
0033300001pP92bAAC,"Operational Excellence","7.818"
0033300001pP9omAAC,"Business Value","6.5"
0033300001pP9omAAC,Community,"6.7"
0033300001pP9omAAC,Enablement,"3.52"
0033300001pP9omAAC,Foundations,"8.57"
