category,axis,value
0034000001Cvuf1AAB,Governance,"8.05"
0034000001Cvuf1AAB,"Operational Excellence","8.26"
0034000001CwVLSAA3,"Business Value","5.8"
0034000001CwVLSAA3,Community,"6.26"
0034000001CwVLSAA3,Enablement,"3.56"
0034000001CwVLSAA3,Foundations,"3.9"
0034000001CwVLSAA3,Governance,"4.255"
0034000001CwVLSAA3,"Operational Excellence","4.308"
0034000001CwkkLAAR,"Business Value",8
0034000001CwkkLAAR,Community,"6.14"
0034000001CwkkLAAR,Enablement,"6.82"
0034000001CwkkLAAR,Foundations,"9.08"
0034000001CwkkLAAR,Governance,"8.425"
0034000001CwkkLAAR,"Operational Excellence","6.792"
0034000001Cwu9YAAR,"Business Value","3.25"
0034000001Cwu9YAAR,Community,"1.32"
0034000001Cwu9YAAR,Enablement,"3.86"
0034000001Cwu9YAAR,Foundations,"3.04"
0034000001Cwu9YAAR,Governance,"5.495"
0034000001Cwu9YAAR,"Operational Excellence","5.616"
0034000001Dp4iNAAR,"Business Value","6.15"
0034000001Dp4iNAAR,Community,"5.28"
0034000001Dp4iNAAR,Enablement,"5.68"
0034000001Dp4iNAAR,Foundations,"8.44"
0034000001Dp4iNAAR,Governance,"6.06"
0034000001Dp4iNAAR,"Operational Excellence","7.064"
0034000001Dpfa2AAB,"Business Value","2.1"
0034000001Dpfa2AAB,Community,"2.16"
0034000001Dpfa2AAB,Enablement,"2.32"
0034000001Dpfa2AAB,Foundations,"1.26"
0034000001Dpfa2AAB,Governance,"0.92"
0034000001Dpfa2AAB,"Operational Excellence","7.882"
0034000001FGNPPAA5,"Business Value",5
0034000001FGNPPAA5,Community,"1.8"
0034000001FGNPPAA5,Enablement,"4.36"
0034000001FGNPPAA5,Foundations,"4.32"
0034000001FGNPPAA5,Governance,5
0034000001FGNPPAA5,"Operational Excellence","1.144"
0034000001FYOwPAAX,"Business Value","1.95"
0034000001FYOwPAAX,Community,"0.86"
0034000001FYOwPAAX,Enablement,"1.14"
0034000001FYOwPAAX,Foundations,"4.39"
0034000001FYOwPAAX,Governance,"1.305"
0034000001FYOwPAAX,"Operational Excellence","2.04"
0034000001FYdCLAA1,Foundations,"3.36"
0034000001FYe3AAAT,"Business Value","8.85"
0034000001FYe3AAAT,Community,"8.52"
0034000001FYe3AAAT,Enablement,"7.24"
0034000001FYe3AAAT,Foundations,"9.12"
0034000001FYe3AAAT,Governance,"7.835"
0034000001FYe3AAAT,"Operational Excellence","8.428"
0034000001H1KFZAA3,"Business Value","3.35"
0034000001H1KFZAA3,Community,"3.84"
0034000001H1KFZAA3,Enablement,"3.82"
0034000001H1KFZAA3,Foundations,"4.92"
0034000001H1KFZAA3,Governance,"3.92"
0034000001H1KFZAA3,"Operational Excellence","7.7"
0034000001IFrV4AAL,"Business Value",3
0034000001IFrV4AAL,Community,"3.4"
0034000001IFrV4AAL,Enablement,"4.1"
0034000001IFrV4AAL,Foundations,"4.9"
0034000001IFrV4AAL,Governance,"4.305"
0034000001IFrV4AAL,"Operational Excellence","5.938"
0034000001IGJslAAH,"Business Value","5.25"
0034000001IGJslAAH,Community,"4.9"
0034000001IGJslAAH,Enablement,"3.16"
0034000001IGJslAAH,Foundations,"3.4"
0034000001IGJslAAH,Governance,"3.69"
0034000001IGJslAAH,"Operational Excellence","5.788"
0034000001II1ch,Foundations,"1.45"
0034000001IJO2mAAH,"Business Value","7.3"
0034000001IJO2mAAH,Community,"5.52"
0034000001IJO2mAAH,Enablement,"6.26"
0034000001IJO2mAAH,Foundations,"7.44"
0034000001IJO2mAAH,Governance,"6.15"
0034000001IJO2mAAH,"Operational Excellence","5.842"
0034000001IJRebAAH,"Business Value",9
0034000001IJRebAAH,Community,9
0034000001IJRebAAH,Enablement,"9.1"
0034000001IJRebAAH,Foundations,"8.78"
0034000001IJRebAAH,Governance,"8.705"
0034000001IJRebAAH,"Operational Excellence",9
0034000001Jd4F2AAJ,"Business Value","5.95"
0034000001Jd4F2AAJ,Community,"4.36"
0034000001Jd4F2AAJ,Enablement,"3.88"
0034000001Jd4F2AAJ,Foundations,"5.01"
0034000001Jd4F2AAJ,Governance,"4.01"
0034000001Jd4F2AAJ,"Operational Excellence","4.028"
0034000001JdyiiAAB,"Business Value","4.95"
0034000001JdyiiAAB,Community,"5.04"
0034000001JdyiiAAB,Enablement,"4.12"
0034000001JdyiiAAB,Foundations,"3.44"
0034000001JdyiiAAB,Governance,"7.24"
0034000001JdyiiAAB,"Operational Excellence","6.714"
0034000001JeA7vAAF,Foundations,0
0034000001KA4PwAAL,"Business Value","6.6"
0034000001KA4PwAAL,Community,8
0034000001KA4PwAAL,Enablement,"6.36"
0034000001KA4PwAAL,Foundations,7
0034000001KA4PwAAL,Governance,"6.96"
0034000001KA4PwAAL,"Operational Excellence","7.522"
0034000001KBP4t,"Business Value","4.55"
0034000001KBP4t,Community,"1.34"
0034000001KBP4t,Enablement,"3.04"
0034000001KBP4t,Foundations,"5.52"
0034000001KBP4t,Governance,"5.42"
0034000001KBP4t,"Operational Excellence","5.806"
0034000001KufnFAAR,"Business Value","8.3"
0034000001KufnFAAR,Community,"7.12"
0034000001KufnFAAR,Enablement,"5.84"
0034000001KufnFAAR,Foundations,"4.05"
0034000001KufnFAAR,Governance,"6.65"
0034000001KufnFAAR,"Operational Excellence","8.208"
0034000001Kvp5PAAR,"Business Value","7.75"
0034000001Kvp5PAAR,Community,"7.5"
0034000001Kvp5PAAR,Enablement,"8.24"
0034000001Kvp5PAAR,Foundations,8
0034000001Kvp5PAAR,Governance,"6.46"
0034000001Kvp5PAAR,"Operational Excellence","7.688"
0034000001Lg5OTAAZ,"Business Value","1.25"
0034000001Lg5OTAAZ,Community,"5.32"
0034000001Lg5OTAAZ,Enablement,"3.96"
0034000001Lg5OTAAZ,Foundations,"4.93"
0034000001Lg5OTAAZ,Governance,"2.51"
0034000001Lg5OTAAZ,"Operational Excellence","6.612"
0034000001LhSTMAA3,"Business Value","6.75"
0034000001LhSTMAA3,Community,"6.54"
0034000001LhSTMAA3,Enablement,"5.16"
0034000001LhSTMAA3,Foundations,"6.32"
0034000001LhSTMAA3,Governance,"7.37"
0034000001LhSTMAA3,"Operational Excellence","8.106"
0034000001MJXDAAA5,"Business Value","4.4"
0034000001MJXDAAA5,Community,"6.98"
0034000001MJXDAAA5,Enablement,"4.68"
0034000001MJXDAAA5,Foundations,"3.66"
0034000001MJXDAAA5,Governance,"3.165"
0034000001MJXDAAA5,"Operational Excellence","6.832"
0034000001MKXfuAAH,"Business Value","8.35"
0034000001MKXfuAAH,Community,"6.18"
0034000001MKXfuAAH,Enablement,"6.74"
0034000001MKXfuAAH,Foundations,"7.48"
0034000001MKXfuAAH,Governance,"6.37"
0034000001MKXfuAAH,"Operational Excellence",8
0034000001MLRD5AAP,"Business Value","6.25"
0034000001MLRD5AAP,Community,"6.6"
0034000001MLRD5AAP,Enablement,"5.94"
0034000001MLRD5AAP,Foundations,"6.11"
0034000001MLRD5AAP,Governance,"7.5"
0034000001MLRD5AAP,"Operational Excellence","7.078"
0034000001NKHq1AAH,"Business Value","4.85"
0034000001NKHq1AAH,Community,"3.46"
0034000001NKHq1AAH,Enablement,"4.44"
0034000001NKHq1AAH,Foundations,"6.02"
0034000001NKHq1AAH,Governance,"5.165"
0034000001NKHq1AAH,"Operational Excellence","7.194"
0034000001NKZRdAAP,"Business Value","8.8"
0034000001NKZRdAAP,Community,"6.5"
0034000001NKZRdAAP,Enablement,"7.5"
0034000001NKZRdAAP,Foundations,8
0034000001NKZRdAAP,Governance,"6.255"
0034000001NKZRdAAP,"Operational Excellence","7.442"
0034000001NKtr2AAD,"Business Value","7.15"
0034000001NKtr2AAD,Community,8
0034000001NKtr2AAD,Enablement,8
0034000001NKtr2AAD,Foundations,"5.45"
0034000001NKtr2AAD,Governance,"7.82"
0034000001NKtr2AAD,"Operational Excellence",8
0034000001NN44AAAT,Foundations,"0.24"
0034000001NNzZpAAL,"Business Value","7.45"
0034000001NNzZpAAL,Community,"5.82"
0034000001NNzZpAAL,Enablement,"6.4"
0034000001NNzZpAAL,Foundations,"6.64"
0034000001NNzZpAAL,Governance,"7.305"
0034000001NNzZpAAL,"Operational Excellence","7.392"
0034000001O3LRkAAN,"Business Value",5
0034000001O3LRkAAN,Community,5
0034000001O3LRkAAN,Enablement,5
0034000001O3LRkAAN,Foundations,5
0034000001O3LRkAAN,Governance,5
0034000001O3LRkAAN,"Operational Excellence",5
0034000001OgBlJAAV,"Business Value","7.15"
0034000001OgBlJAAV,Community,"5.86"
0034000001OgBlJAAV,Enablement,"7.08"
0034000001OgBlJAAV,Foundations,"6.54"
0034000001OgBlJAAV,Governance,"7.54"
0034000001OgBlJAAV,"Operational Excellence","8.078"
0034000001Ogg09AAB,"Business Value","2.95"
0034000001Ogg09AAB,Community,"2.74"
0034000001Ogg09AAB,Enablement,"0.76"
0034000001Ogg09AAB,Foundations,"2.8"
0034000001Ogg09AAB,Governance,"0.5"
0034000001Ogg09AAB,"Operational Excellence","3.912"
0034000001OiSyDAAV,Foundations,"3.18"
0034000001OiWWaAAN,"Business Value","8.35"
0034000001OiWWaAAN,Community,"6.98"
0034000001OiWWaAAN,Enablement,"6.72"
0034000001OiWWaAAN,Foundations,"4.27"
0034000001OiWWaAAN,Governance,"7.355"
0034000001OiWWaAAN,"Operational Excellence","8.404"
0034000001PAGwmAAH,"Business Value","7.9"
0034000001PAGwmAAH,Community,"6.16"
0034000001PAGwmAAH,Enablement,"7.58"
0034000001PAGwmAAH,Foundations,"8.46"
0034000001PAGwmAAH,Governance,"6.91"
0034000001PAGwmAAH,"Operational Excellence","7.806"
0034000001PfPK1AAN,"Business Value","7.1"
0034000001PfPK1AAN,Community,"8.14"
0034000001PfPK1AAN,Enablement,"8.58"
0034000001PfPK1AAN,Foundations,"9.23"
0034000001PfPK1AAN,Governance,"8.655"
0034000001PfPK1AAN,"Operational Excellence","7.272"
0034000001PfPNIAA3,"Business Value","8.45"
0034000001PfPNIAA3,Community,"9.24"
0034000001PfPNIAA3,Enablement,"8.94"
0034000001PfPNIAA3,Foundations,"9.12"
0034000001PfPNIAA3,Governance,"8.975"
0034000001PfPNIAA3,"Operational Excellence","8.688"
0034000001PgcRDAAZ,"Business Value","6.4"
0034000001PgcRDAAZ,Community,"6.92"
0034000001PgcRDAAZ,Enablement,"5.42"
0034000001PgcRDAAZ,Foundations,"4.76"
0034000001PgcRDAAZ,Governance,"6.64"
0034000001PgcRDAAZ,"Operational Excellence","8.182"
0034000001Q7534AAB,"Business Value","4.85"
0034000001Q7534AAB,Community,"4.66"
0034000001Q7534AAB,Enablement,"2.96"
0034000001Q7534AAB,Foundations,"5.6"
0034000001Q7534AAB,Governance,"3.81"
0034000001Q7534AAB,"Operational Excellence","4.806"
0034000001Q9hc8AAB,"Business Value","6.2"
0034000001Q9hc8AAB,Community,"5.86"
0034000001Q9hc8AAB,Enablement,"5.24"
0034000001Q9hc8AAB,Foundations,"6.52"
0034000001Q9hc8AAB,Governance,"7.54"
0034000001Q9hc8AAB,"Operational Excellence","7.39"
0034000001Q9uny,"Business Value","1.4"
0034000001Q9uny,Community,"2.16"
0034000001Q9uny,Enablement,"3.64"
0034000001Q9uny,Foundations,"0.68"
0034000001Q9uny,Governance,"1.215"
0034000001Q9uny,"Operational Excellence","4.08"
0034000001QAJilAAH,"Business Value",8
0034000001QAJilAAH,Community,"7.1"
0034000001QAJilAAH,Enablement,"7.1"
0034000001QAJilAAH,Foundations,8
0034000001QAJilAAH,Governance,"7.475"
0034000001QAJilAAH,"Operational Excellence","7.48"
0034000001RC9CgAAL,"Business Value","7.95"
0034000001RC9CgAAL,Community,"8.9"
0034000001RC9CgAAL,Enablement,"7.76"
0034000001RC9CgAAL,Foundations,"8.45"
0034000001RC9CgAAL,Governance,"7.27"
0034000001RC9CgAAL,"Operational Excellence","7.806"
0034000001RCzyoAAD,"Business Value",0
0034000001RCzyoAAD,Community,"0.24"
0034000001RCzyoAAD,Enablement,0
0034000001RCzyoAAD,Foundations,0
0034000001RCzyoAAD,Governance,"0.295"
0034000001RCzyoAAD,"Operational Excellence","4.238"
0034000001RD8OWAA1,"Business Value","7.3"
0034000001RD8OWAA1,Community,"7.86"
0034000001RD8OWAA1,Enablement,7
0034000001RD8OWAA1,Foundations,"6.9"
0034000001RD8OWAA1,Governance,"7.09"
0034000001RD8OWAA1,"Operational Excellence","7.3"
0034000001RDJ2NAAX,"Business Value","3.6"
0034000001RDJ2NAAX,Community,"7.06"
0034000001RDJ2NAAX,Enablement,"4.36"
0034000001RDJ2NAAX,Foundations,"6.88"
0034000001RDJ2NAAX,Governance,"6.83"
0034000001RDJ2NAAX,"Operational Excellence","6.65"
0034000001RDUKFAA5,"Business Value","8.05"
0034000001RDUKFAA5,Community,"9.1"
0034000001RDUKFAA5,Enablement,"8.54"
0034000001RDUKFAA5,Foundations,"8.67"
0034000001RDUKFAA5,Governance,"8.5"
0034000001RDUKFAA5,"Operational Excellence","8.494"
0034000001RENFfAAP,"Business Value","8.2"
0034000001RENFfAAP,Community,"8.56"
0034000001RENFfAAP,Enablement,"7.4"
0034000001RENFfAAP,Foundations,"9.01"
0034000001RENFfAAP,Governance,"8.63"
0034000001RENFfAAP,"Operational Excellence","8.416"
0034000001REdDcAAL,"Business Value","8.8"
0034000001REdDcAAL,Community,"4.44"
0034000001REdDcAAL,Enablement,"6.84"
0034000001REdDcAAL,Foundations,"8.1"
0034000001REdDcAAL,Governance,"8.475"
0034000001REdDcAAL,"Operational Excellence","8.402"
0034000001S9mCJ,"Business Value","6.7"
0034000001S9mCJ,Community,"8.52"
0034000001S9mCJ,Enablement,"6.24"
0034000001S9mCJ,Foundations,"5.55"
0034000001S9mCJ,Governance,"6.295"
0034000001S9mCJ,"Operational Excellence",6
0034000001SqSgiAAF,Community,5
0034000001SqSgiAAF,Enablement,5
0034000001TNK9yAAH,"Business Value","0.9"
0034000001TNK9yAAH,Community,"1.94"
0034000001TNK9yAAH,Enablement,1
0034000001TNK9yAAH,Foundations,"0.45"
0034000001TNK9yAAH,Governance,"0.91"
0034000001TNK9yAAH,"Operational Excellence","2.392"
0034000001TNKWHAA5,"Business Value","3.35"
0034000001TNKWHAA5,Community,"3.16"
0034000001TNKWHAA5,Enablement,"2.92"
0034000001TNKWHAA5,Foundations,"0.99"
0034000001TNKWHAA5,Governance,"4.28"
0034000001TNKWHAA5,"Operational Excellence","5.652"
0034000001TO8RhAAL,"Business Value","4.45"
0034000001TO8RhAAL,Community,"7.38"
0034000001TO8RhAAL,Enablement,"7.8"
0034000001TO8RhAAL,Foundations,"1.88"
0034000001TO8RhAAL,Governance,"7.01"
0034000001TO8RhAAL,"Operational Excellence","8.158"
0034000001TOXw3AAH,"Business Value","0.1"
0034000001TOXw3AAH,Community,"2.68"
0034000001TOXw3AAH,Enablement,"3.66"
0034000001TOXw3AAH,Foundations,"1.35"
0034000001TOXw3AAH,Governance,"2.165"
0034000001TOXw3AAH,"Operational Excellence","7.274"
0034000001U65UlAAJ,"Business Value","8.4"
0034000001U65UlAAJ,Community,"9.14"
0034000001U65UlAAJ,Enablement,"6.7"
0034000001U65UlAAJ,Foundations,"7.74"
0034000001U65UlAAJ,Governance,"8.27"
0034000001U65UlAAJ,"Operational Excellence","7.48"
0034000001U6Ln2AAF,"Business Value","5.9"
0034000001U6Ln2AAF,Community,"4.02"
0034000001U6Ln2AAF,Enablement,"6.44"
0034000001U6Ln2AAF,Foundations,"5.11"
0034000001U6Ln2AAF,Governance,"5.83"
0034000001U6Ln2AAF,"Operational Excellence","8.416"
0034000001U6ZrAAAV,"Business Value","7.9"
0034000001U6ZrAAAV,Community,"7.92"
0034000001U6ZrAAAV,Enablement,"7.5"
0034000001U6ZrAAAV,Foundations,"4.23"
0034000001U6ZrAAAV,Governance,"5.91"
0034000001U6ZrAAAV,"Operational Excellence","7.532"
0034000001U7uOeAAJ,"Business Value",5
0034000001U7uOeAAJ,Community,5
0034000001U7uOeAAJ,Enablement,5
0034000001U7uOeAAJ,Foundations,5
0034000001U7uOeAAJ,Governance,5
0034000001U7uOeAAJ,"Operational Excellence",5
0034000001U92GjAAJ,"Business Value","5.8"
0034000001U92GjAAJ,Community,"6.14"
0034000001U92GjAAJ,Enablement,"4.4"
0034000001U92GjAAJ,Foundations,9
0034000001U92GjAAJ,Governance,"3.975"
0034000001U92GjAAJ,"Operational Excellence","5.426"
0034000001U9tBMAAZ,"Business Value","2.15"
0034000001U9tBMAAZ,Community,1
0034000001U9tBMAAZ,Enablement,"1.06"
0034000001U9tBMAAZ,Foundations,0
0034000001U9tBMAAZ,Governance,"1.115"
0034000001U9tBMAAZ,"Operational Excellence","2.352"
0034000001Uq540,"Business Value","0.95"
0034000001Uq540,Community,"1.08"
0034000001Uq540,Enablement,"1.24"
0034000001Uq540,Foundations,"2.21"
0034000001Uq540,Governance,"2.715"
0034000001Uq540,"Operational Excellence","1.794"
0034000001UrTif,"Business Value","6.85"
0034000001UrTif,Community,"9.44"
0034000001UrTif,Enablement,"5.96"
0034000001UrTif,Foundations,"6.01"
0034000001UrTif,Governance,"4.585"
0034000001UrTif,"Operational Excellence","7.13"
0034000001UsTpuAAF,"Business Value","5.8"
0034000001UsTpuAAF,Community,"2.68"
0034000001UsTpuAAF,Enablement,"3.8"
0034000001UsTpuAAF,Foundations,"4.17"
0034000001UsTpuAAF,Governance,"6.89"
0034000001UsTpuAAF,"Operational Excellence","8.508"
0034000001VZfvX,"Business Value","7.6"
0034000001VZfvX,Community,"5.46"
0034000001VZfvX,Enablement,"3.68"
0034000001VZfvX,Foundations,"5.46"
0034000001VZfvX,Governance,"3.885"
0034000001VZfvX,"Operational Excellence","5.638"
0034000001WOfTsAAL,"Business Value","7.15"
0034000001WOfTsAAL,Community,"8.64"
0034000001WOfTsAAL,Enablement,"6.92"
0034000001WOfTsAAL,Foundations,"7.21"
0034000001WOfTsAAL,Governance,"8.195"
0034000001WOfTsAAL,"Operational Excellence","8.272"
0034000001WSds4AAD,"Business Value",10
0034000001WSds4AAD,Community,10
0034000001WSds4AAD,Enablement,10
0034000001WSds4AAD,Foundations,10
0034000001WSds4AAD,Governance,10
0034000001WSds4AAD,"Operational Excellence",10
0034000001XCwCOAA1,Foundations,"3.69"
0034000001XD8eNAAT,"Business Value","5.7"
0034000001XD8eNAAT,Community,"5.22"
0034000001XD8eNAAT,Enablement,"6.7"
0034000001XD8eNAAT,Foundations,"8.44"
0034000001XD8eNAAT,Governance,"8.36"
0034000001XD8eNAAT,"Operational Excellence","8.506"
0034000001XEkOTAA1,"Business Value",3
0034000001XEkOTAA1,Community,"2.86"
0034000001XEkOTAA1,Enablement,"2.82"
0034000001XEkOTAA1,Foundations,"3.22"
0034000001XEkOTAA1,Governance,"3.305"
0034000001XEkOTAA1,"Operational Excellence","3.326"
0034000001XGAy2AAH,"Business Value",5
0034000001XGAy2AAH,Community,"6.24"
0034000001XGAy2AAH,Enablement,"6.26"
0034000001XGAy2AAH,Foundations,"5.44"
0034000001XGAy2AAH,Governance,7
0034000001XGAy2AAH,"Operational Excellence","6.856"
0034000001XGeLYAA1,"Business Value","4.45"
0034000001XGeLYAA1,Community,"1.98"
0034000001XGeLYAA1,Enablement,"1.9"
0034000001XGeLYAA1,Foundations,"5.23"
0034000001XGeLYAA1,Governance,"4.55"
0034000001XGeLYAA1,"Operational Excellence","5.088"
0034000001XxN4AAAV,"Business Value","2.65"
0034000001XxN4AAAV,Community,"3.44"
0034000001XxN4AAAV,Enablement,"6.42"
0034000001XxN4AAAV,Foundations,5
0034000001XxN4AAAV,Governance,"5.695"
0034000001XxN4AAAV,"Operational Excellence","5.832"
0034000001Xz4H8AAJ,"Business Value","0.7"
0034000001Xz4H8AAJ,Foundations,"4.06"
0034000001Xz8OcAAJ,"Business Value",10
0034000001Xz8OcAAJ,Community,10
0034000001Xz8OcAAJ,Enablement,10
0034000001Xz8OcAAJ,Foundations,10
0034000001Xz8OcAAJ,Governance,10
0034000001Xz8OcAAJ,"Operational Excellence",10
0034000001Y0DBnAAN,"Business Value","5.35"
0034000001Y0DBnAAN,Community,"4.92"
0034000001Y0DBnAAN,Enablement,"4.54"
0034000001Y0DBnAAN,Foundations,"5.78"
0034000001Y0DBnAAN,Governance,"5.59"
0034000001Y0DBnAAN,"Operational Excellence","4.714"
0034000001Y0gNTAAZ,"Business Value","9.1"
0034000001Y0gNTAAZ,Community,"5.58"
0034000001Y0gNTAAZ,Enablement,"6.86"
0034000001Y0gNTAAZ,Foundations,"9.12"
0034000001Y0gNTAAZ,Governance,"6.46"
0034000001Y0gNTAAZ,"Operational Excellence","6.948"
0034000001YgYFd,"Business Value",8
0034000001YgYFd,Community,8
0034000001YgYFd,Enablement,"7.88"
0034000001YgYFd,Foundations,8
0034000001YgYFd,Governance,"7.41"
0034000001YgYFd,"Operational Excellence",7
0034000001Yh5XvAAJ,"Business Value",7
0034000001Yh5XvAAJ,Community,7
0034000001Yh5XvAAJ,Enablement,7
0034000001Yh5XvAAJ,Foundations,7
0034000001Yh5XvAAJ,Governance,7
0034000001Yh5XvAAJ,"Operational Excellence",7
0034000001ZVoO6AAL,"Business Value","6.5"
0034000001ZVoO6AAL,Community,"6.2"
0034000001ZVoO6AAL,Enablement,"7.06"
0034000001ZVoO6AAL,Foundations,"6.43"
0034000001ZVoO6AAL,Governance,"5.025"
0034000001ZVoO6AAL,"Operational Excellence","8.064"
0034000001ZVpSeAAL,"Business Value","2.45"
0034000001ZVpSeAAL,Community,"8.02"
0034000001ZVpSeAAL,Enablement,"4.06"
0034000001ZVpSeAAL,Foundations,"3.38"
0034000001ZVpSeAAL,Governance,"3.43"
0034000001ZVpSeAAL,"Operational Excellence","3.952"
0034000001ZVqDgAAL,"Business Value","6.15"
0034000001ZVqDgAAL,Community,"7.56"
0034000001ZVqDgAAL,Enablement,"6.52"
0034000001ZVqDgAAL,Foundations,"6.09"
0034000001ZVqDgAAL,Governance,"7.14"
0034000001ZVqDgAAL,"Operational Excellence","8.508"
0034000001ZWDJhAAP,"Business Value",3
0034000001ZWDJhAAP,Community,"3.9"
0034000001ZWDJhAAP,Enablement,"4.9"
0034000001ZWDJhAAP,Foundations,0
0034000001ZWDJhAAP,Governance,"2.625"
0034000001ZWDJhAAP,"Operational Excellence","4.8"
0034000001ZXyuGAAT,Foundations,"2.38"
0034000001ZZ26dAAD,Community,"7.72"
0034000001ZZ26dAAD,Enablement,"7.82"
0034000001a3AMg,"Business Value","4.95"
0034000001a3AMg,Community,"4.68"
0034000001a3AMg,Enablement,"4.72"
0034000001a3AMg,Foundations,"3.46"
0034000001a3AMg,Governance,"4.56"
0034000001a3AMg,"Operational Excellence","7.206"
0034000001a3Y0dAAE,"Business Value","4.6"
0034000001a3Y0dAAE,Community,"4.82"
0034000001a3Y0dAAE,Enablement,"4.56"
0034000001a3Y0dAAE,Foundations,"6.8"
0034000001a3Y0dAAE,Governance,"6.435"
0034000001a3Y0dAAE,"Operational Excellence",8
0034000001a4cCRAAY,"Business Value","4.35"
0034000001a4cCRAAY,Community,"4.84"
0034000001a4cCRAAY,Enablement,"3.68"
0034000001a4cCRAAY,Foundations,"6.45"
0034000001a4cCRAAY,Governance,"4.86"
0034000001a4cCRAAY,"Operational Excellence","5.09"
0034000001a5Uw7AAE,"Business Value","3.8"
0034000001a5Uw7AAE,Community,"5.42"
0034000001a5Uw7AAE,Enablement,"5.04"
0034000001a5Uw7AAE,Foundations,"4.39"
0034000001a5Uw7AAE,Governance,"6.66"
0034000001a5Uw7AAE,"Operational Excellence","9.288"
0034000001a5X5zAAE,"Business Value","5.2"
0034000001a5X5zAAE,Community,6
0034000001a5X5zAAE,Enablement,"5.78"
0034000001a5X5zAAE,Foundations,"6.26"
0034000001a5X5zAAE,Governance,"5.73"
0034000001a5X5zAAE,"Operational Excellence","7.208"
0034000001a6CS5AAM,"Business Value","3.25"
0034000001a6CS5AAM,Community,"4.52"
0034000001a6CS5AAM,Enablement,"2.84"
0034000001a6CS5AAM,Foundations,"4.57"
0034000001a6CS5AAM,Governance,"3.155"
0034000001a6CS5AAM,"Operational Excellence","5.04"
0034000001aXNMKAA4,"Business Value","3.4"
0034000001aXNMKAA4,Community,"3.78"
0034000001aXNMKAA4,Enablement,"2.92"
0034000001aXNMKAA4,Foundations,"3.24"
0034000001aXNMKAA4,Governance,"2.59"
0034000001aXNMKAA4,"Operational Excellence","3.104"
0034000001aXihaAAC,"Business Value","5.65"
0034000001aXihaAAC,Community,5
0034000001aXihaAAC,Enablement,"6.58"
0034000001aXihaAAC,Foundations,"6.03"
0034000001aXihaAAC,Governance,"7.28"
0034000001aXihaAAC,"Operational Excellence","7.236"
0034000001aYKD8AAO,"Business Value","4.55"
0034000001aYKD8AAO,Community,"3.38"
0034000001aYKD8AAO,Enablement,"4.58"
0034000001aYKD8AAO,Foundations,"5.8"
0034000001aYKD8AAO,Governance,"2.305"
0034000001aYKD8AAO,"Operational Excellence","6.338"
0034000001bF2qrAAC,"Business Value",0
0034000001bF2qrAAC,Community,0
0034000001bF2qrAAC,Enablement,0
0034000001bF2qrAAC,Foundations,0
0034000001bF2qrAAC,Governance,0
0034000001bF2qrAAC,"Operational Excellence",0
0034000001bF2uoAAC,"Business Value","6.35"
0034000001bF2uoAAC,Community,"8.9"
0034000001bF2uoAAC,Enablement,"8.42"
0034000001bF2uoAAC,Foundations,"5.67"
0034000001bF2uoAAC,Governance,"6.115"
0034000001bF2uoAAC,"Operational Excellence","7.558"
0034000001bFjtcAAC,Foundations,"2.38"
0034000001by7gwAAA,"Business Value","2.05"
0034000001by7gwAAA,Community,"0.58"
0034000001by7gwAAA,Enablement,"2.32"
0034000001by7gwAAA,Foundations,"3.46"
0034000001by7gwAAA,Governance,"1.72"
0034000001by7gwAAA,"Operational Excellence","3.432"
0034000001byy36AAA,"Business Value","6.5"
0034000001byy36AAA,Community,"6.6"
0034000001byy36AAA,Enablement,"4.46"
0034000001byy36AAA,Foundations,"3.52"
0034000001byy36AAA,Governance,"6.27"
0034000001byy36AAA,"Operational Excellence","5.352"
0034000001c01wJAAQ,"Business Value","4.45"
0034000001c01wJAAQ,Community,"4.04"
0034000001c01wJAAQ,Enablement,"3.24"
0034000001c01wJAAQ,Foundations,"5.57"
0034000001c01wJAAQ,Governance,"4.6"
0034000001c01wJAAQ,"Operational Excellence","4.026"
0034000001cMU0VAAW,"Business Value",9
0034000001cMU0VAAW,Community,"6.94"
0034000001cMU0VAAW,Enablement,"7.92"
0034000001cMU0VAAW,Foundations,8
0034000001cMU0VAAW,Governance,"8.91"
0034000001cMU0VAAW,"Operational Excellence","8.792"
0034000001cMZvjAAG,"Business Value","4.5"
0034000001cMZvjAAG,Community,"1.84"
0034000001cMZvjAAG,Enablement,"2.14"
0034000001cMZvjAAG,Foundations,"5.46"
0034000001cMZvjAAG,Governance,"3.09"
0034000001cMZvjAAG,"Operational Excellence","4.352"
0034000001cMa6n,"Business Value","0.55"
0034000001cMa6n,Community,"0.72"
0034000001cMa6n,Enablement,"0.3"
0034000001cMa6n,Foundations,"0.56"
0034000001cMa6n,Governance,"1.46"
0034000001cMa6n,"Operational Excellence","3.168"
0034000001cNBTmAAO,"Business Value","2.95"
0034000001cNBTmAAO,Community,"7.46"
0034000001cNBTmAAO,Enablement,"6.32"
0034000001cNBTmAAO,Foundations,"1.03"
0034000001cNBTmAAO,Governance,"2.45"
0034000001cNBTmAAO,"Operational Excellence","8.35"
0034000001cNRc5AAG,"Business Value","8.55"
0034000001cNRc5AAG,Community,"6.58"
0034000001cNRc5AAG,Enablement,"6.16"
0034000001cNRc5AAG,Foundations,"7.79"
0034000001cNRc5AAG,Governance,"7.23"
0034000001cNRc5AAG,"Operational Excellence","7.492"
